DealID,Company,InvestorFund,Deal Size Status,DealDate,DealType,DealType2,DealType3,DealSize,Post Valuation,DealSynopsis,DealStatus,Financing Status,Business Status,Investors,PrimaryIndustry,Verticals,Description,HQ Location,Company_norm,IsEntry,IsExit
113857-30T,Zayo Group,"Ardian Co-Investment Fund V(Ardian), EQT Infrastructure Fund IV(EQT)",Actual,2020-02-02,Buyout/LBO,Public to Private,,8400.0,8400.0,"The company was acquired through a $8400 million LBO from GEM Realty Capital on February, 2 2020. The transaction was supported by $8906.74 million of debt financing.",Completed,Private Equity-Backed,Profitable,"Ardian(Alexandre Motte), DigitalBridge Group (NYS: DBRG)(Marc Ganzi), EQT (STO: EQT)(Jan Vesely), Fisher Lynch Capital, GEM Realty Capital",Internet Service Providers,,"Provider of communications infrastructure intended to serve media and content companies, government agencies, healthcare, and large enterprises with wireless and wireline carriers. The company offers fiber and bandwidth connectivity, colocation, and cloud infrastructure services, enabling organizations to enhance their capabilities and expand access to reliable, high-speed connectivity.","Boulder, CO",zayo group,True,False
191807-02T,CDK Global,,Actual,2022-07-06,Buyout/LBO,Public to Private,,8300.0,8300.0,"The company was acquired by Brookfield Business Partners, Brookfield Infrastructure Partners and Investment Management Corporation of Ontario for a $8300 million LBO on July, 6 2022 through a public-to-private transaction. The transaction was supported by $5 billion of debt financing.",Completed,Private Equity-Backed,Profitable,"Brookfield Business Partners (TSE: BBU.UN)(Doug Bayerd), Brookfield Infrastructure Partners (TSE: BIP.UN), Investment Management Corporation of Ontario",Business/Productivity Software,SaaS,"Developer of retail technology and software as a service (SaaS) solutions intended to help automotive dealers and manufacturers. The company's solutions connect people with technology by automating and integrating all parts of the dealership and buying process, including the acquisition, sale, financing, insuring, parts supply, repair, and maintenance of vehicles, thereby helping clients run their businesses more efficiently, drive improved profitability and create frictionless purchasing and ownership experiences for consumers.","Austin, TX",cdk global,True,False
189256-15T,South Jersey Industries,JP Morgan Infrastructure Investments Fund(JP Morgan Asset Management),Actual,2023-02-01,Buyout/LBO,Public to Private,,8100.0,8100.0,"The company was acquired by JP Morgan Asset Management through an $8.1 billion public-to-private LBO on February 1, 2023. The transaction was supported by $1 billion of debt financing.",Completed,Private Equity-Backed,Profitable,JP Morgan Asset Management(Andrew Gilbert),Gas Utilities,"CleanTech, Industrials, Infrastructure, Oil & Gas","Operator of an energy service holding company intended to serve residential, commercial and industrial customers. The company engages in transmitting, distributing, and selling natural gas and electricity as well as acquiring and developing utility companies, thereby enabling access to delivering safe, affordable and clean natural gas.","Folsom, NJ",south jersey industries,True,False
218204-83T,Univar Solutions,ACE Buyout Opportunities IV(ACE & Company (Geneva)),Actual,2023-08-01,Buyout/LBO,Public to Private,,8100.0,8100.0,"The company was acquired by Apollo Global Management, Abu Dhabi Investment Authority and ACE & Company, through a $8.1 billion LBO on August 1, 2023. The transaction was supported by $5.47billion of debt financing.",Completed,Private Equity-Backed,Profitable,"Abu Dhabi Investment Authority, ACE & Company (Geneva), Apollo Asset Management (NYS: APO)(Samuel Feinstein)",Distributors/Wholesale,Industrials,"Distributor of specialty chemicals and ingredients intended to serve food ingredients, beauty and personal care, pharmaceutical ingredients and finished products, chemical manufacturing and more. The company offers a range of products including acids, amines, oleochemicals, oxides, silicates and solvents, thereby helping customers and suppliers anticipate, navigate and leverage meaningful growth opportunities.","Downers Grove, IL",univar solutions,True,False
58033-36T,BioMed Realty,Blackstone Tactical Opportunities Fund(Blackstone),Actual,2015-10-14,Buyout/LBO,Public to Private,,8000.0,8000.0,"The company was acquired by The Blackstone Group through a $8 billion public-to-private LBO on October 14, 2015. Under the terms of the agreement, The Blackstone Group LP paid US$23.8239 per BioMed Realty Trust Inc share. The price per share represents a price of US$23.75 per share, plus a per day amount of approximately US$0.003 per share for each day from January 1, 2016, until but not including the closing date of January 20, 2016.",Completed,Private Equity-Backed,Profitable,Blackstone (NYS: BX),Construction and Engineering,Industrials,"Provider of real estate services intended to serve the life science and technology industries. The company offers sustainable real estate services, including development, acquisition, financing, leasing and property management, offering a wide range of options from traditional office space to small lab space to state-of-the-art build-to-suit, enabling clients to meet the growing demand in markets throughout the United States and the United Kingdom with better infrastructural facilities.","San Diego, CA",biomed realty,True,False
209101-51T,Coupa,,Actual,2023-02-27,Buyout/LBO,Public to Private,,8000.0,8000.0,"The company was acquired by Thoma Bravo, CapitalG, General Atlantic, Ares Capital and Abu Dhabi Investment Authority through a public-to-private $8 billion LBO on February 27, 2023. The transaction was supported by $2.6 billion of debt financing.",Completed,Private Equity-Backed,Generating Revenue,"Abu Dhabi Investment Authority, CapitalG, General Atlantic, Thoma Bravo(Holden Spaht)",Financial Software,"FinTech, SaaS","Developer of a cloud-based technology platform designed for business expense management. The company's platform provides visibility into procurement, invoicing, expense management, and spending, enabling its clients to gain control over their spending, optimize their supplier network and supply chains, and manage liquidity effectively.","Foster City, CA",coupa,True,False
268809-67T,Dun & Bradstreet Holdings (NYS: DNB),,Actual,2025-03-24,Buyout/LBO,Public to Private,,7700.0,7700.0,"The company entered into a definitive agreement to be acquired by Clearlake Capital Group through a $7.7 billion public-to-private LBO on March 24, 2025. The transaction will be supported by $5.5 billion of debt financing. The transaction will value the company at an estimated $7.7 billion.",Announced/In Progress,Formerly PE-Backed,Generating Revenue/Not Profitable,Clearlake Capital Group(Behdad Eghbali),Media and Information Services (B2B),"FinTech, SaaS, TMT","Dun & Bradstreet Holdings Inc is a provider of business decisioning data and analytics. The company operates in two segments: North America, which offers Finance & Risk and Sales & Marketing data, analytics, and business insights in the United States and Canada; and International, which offers Finance & Risk and Sales & Marketing data, analytics, and business insights directly in the U.K, Europe, Greater China, India and indirectly through its WWN alliances. The company generates maximum revenue from the North American region. Other services provided by the company include digital marketing, sales acceleration, and risk management among others.","Jacksonville, FL",dun & bradstreet holdings (nys: dnb),True,False
52173-28T,Home Properties,Lone Star Real Estate Fund V(Lone Star Funds),Actual,2015-10-07,Buyout/LBO,Public to Private,,7600.0,7600.0,"The company (NYS: HME) was acquired by Lone Star Funds through a $7.6 billion public to private LBO on October 7, 2015. The transaction includes the assumption of debt.",Completed,Private Equity-Backed,Generating Revenue,Lone Star Funds(Hugh Ward),Real Estate Investment Trusts (REITs),"FinTech, Real Estate Technology","Operator of a multifamily real estate investment trust. The company is engaged in the operation, acquisition, development and rehabilitation of apartment communities along the east coast of the United States.","Rochester, NY",home properties,True,False
105460-21T,Link Logistics Real Estate,Blackstone Tactical Opportunities Fund II(Blackstone),Actual,2018-10-10,Buyout/LBO,Public to Private,,7600.0,7600.0,"The company was acquired by Blackstone through a $7.6 billion public-to-private LBO on October 10, 2018.",Completed,Private Equity-Backed,Generating Revenue,Blackstone (NYS: BX)(Stephen Schwarzman),Real Estate Investment Trusts (REITs),,"Operator of a real estate investment trust based in New York, United States. The company's services include management of properties and buildings, enabling customers to meet the liquidity needs of the business.","New York, NY",link logistics real estate,True,False
192821-41T,Link Parks,,Actual,2022-07-20,Buyout/LBO,Public to Private,,7600.0,7600.0,"The company was acquired by Blackstone Real Estate Income Trust for a $7.6 billion LBO on July 20, 2022 through a public-to-private transaction.",Completed,Private Equity-Backed,Profitable,Blackstone Real Estate Income Trust(David Levine),Real Estate Investment Trusts (REITs),,"Operator of a real estate investment trust focused on acquiring and developing multi-tenant industrial, industrial-flex and low-rise suburban office space. The company engages in the acquisition, development, ownership and management of commercial real estate and the acquisition, development, ownership and management of multifamily real estate.","Irvine, CA",link parks,True,False
